num_load_level;;;;;;;;;;;;
1;;;;;;;;;;;;
stage;month;year;num_interconnection;num_interconnection;num_interconnection;num_interconnection;num_interconnection;num_interconnection;num_interconnection;num_interconnection;num_interconnection;num_interconnection
46;10;2019;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9363;0.9482;1.2365
47;11;2019;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9483;0.9498;1.2272
48;12;2019;0.8672;0.9926;1;1;1.1168;0.8787;1;0.952;0.9495;1.2287
49;1;2020;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9438;0.9482;1.2362
50;2;2020;0.8652;0.9924;1;1;1.1192;0.8767;1;0.95;0.9486;1.2338
51;3;2020;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9405;0.9482;1.2362
52;4;2020;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9385;0.9498;1.2272
53;5;2020;0.8672;0.9926;1;1;1.1168;0.8787;1;0.9196;0.9495;1.2287
54;6;2020;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9302;0.9485;1.2349
55;7;2020;0.8616;0.9922;1;1;1.1238;0.8731;1;0.9287;0.947;1.2437
56;8;2020;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9343;0.9482;1.2362
57;9;2020;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9389;0.9485;1.2349
58;10;2020;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9378;0.9482;1.2365
59;11;2020;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9496;0.9498;1.2272
60;12;2020;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9519;0.9482;1.2362
61;1;2021;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9438;0.9482;1.2362
62;2;2021;0.8652;0.9924;1;1;1.1192;0.8767;1;0.95;0.9486;1.2338
63;3;2021;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9405;0.9482;1.2362
64;4;2021;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9385;0.9498;1.2272
65;5;2021;0.8672;0.9926;1;1;1.1168;0.8787;1;0.9196;0.9495;1.2287
66;6;2021;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9302;0.9485;1.2349
67;7;2021;0.8616;0.9922;1;1;1.1238;0.8731;1;0.9287;0.947;1.2437
68;8;2021;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9343;0.9482;1.2362
69;9;2021;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9389;0.9485;1.2349
70;10;2021;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9378;0.9482;1.2365
71;11;2021;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9496;0.9498;1.2272
72;12;2021;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9519;0.9482;1.2362
73;1;2022;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9438;0.9482;1.2362
74;2;2022;0.8652;0.9924;1;1;1.1192;0.8767;1;0.95;0.9486;1.2338
75;3;2022;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9405;0.9482;1.2362
76;4;2022;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9385;0.9498;1.2272
77;5;2022;0.8672;0.9926;1;1;1.1168;0.8787;1;0.9196;0.9495;1.2287
78;6;2022;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9302;0.9485;1.2349
79;7;2022;0.8616;0.9922;1;1;1.1238;0.8731;1;0.9287;0.947;1.2437
80;8;2022;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9343;0.9482;1.2362
81;9;2022;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9389;0.9485;1.2349
82;10;2022;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9378;0.9482;1.2365
83;11;2022;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9496;0.9498;1.2272
84;12;2022;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9519;0.9482;1.2362
85;1;2023;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9438;0.9482;1.2362
86;2;2023;0.8652;0.9924;1;1;1.1192;0.8767;1;0.95;0.9486;1.2338
87;3;2023;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9405;0.9482;1.2362
88;4;2023;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9385;0.9498;1.2272
89;5;2023;0.8672;0.9926;1;1;1.1168;0.8787;1;0.9196;0.9495;1.2287
90;6;2023;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9302;0.9485;1.2349
91;7;2023;0.8616;0.9922;1;1;1.1238;0.8731;1;0.9287;0.947;1.2437
92;8;2023;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9343;0.9482;1.2362
93;9;2023;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9389;0.9485;1.2349
94;10;2023;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9378;0.9482;1.2365
95;11;2023;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9496;0.9498;1.2272
96;12;2023;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9519;0.9482;1.2362
97;1;2024;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9438;0.9482;1.2362
98;2;2024;0.8652;0.9924;1;1;1.1192;0.8767;1;0.95;0.9486;1.2338
99;3;2024;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9405;0.9482;1.2362
100;4;2024;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9385;0.9498;1.2272
101;5;2024;0.8672;0.9926;1;1;1.1168;0.8787;1;0.9196;0.9495;1.2287
102;6;2024;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9302;0.9485;1.2349
103;7;2024;0.8616;0.9922;1;1;1.1238;0.8731;1;0.9287;0.947;1.2437
104;8;2024;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9343;0.9482;1.2362
105;9;2024;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9389;0.9485;1.2349
106;10;2024;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9378;0.9482;1.2365
107;11;2024;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9496;0.9498;1.2272
108;12;2024;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9519;0.9482;1.2362
109;1;2025;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9438;0.9482;1.2362
110;2;2025;0.8652;0.9924;1;1;1.1192;0.8767;1;0.95;0.9486;1.2338
111;3;2025;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9405;0.9482;1.2362
112;4;2025;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9385;0.9498;1.2272
113;5;2025;0.8672;0.9926;1;1;1.1168;0.8787;1;0.9196;0.9495;1.2287
114;6;2025;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9302;0.9485;1.2349
115;7;2025;0.8616;0.9922;1;1;1.1238;0.8731;1;0.9287;0.947;1.2437
116;8;2025;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9343;0.9482;1.2362
117;9;2025;0.8649;0.9924;1;1;1.1197;0.8763;1;0.9389;0.9485;1.2349
118;10;2025;0.8642;0.9924;1;1;1.1205;0.8757;1;0.9378;0.9482;1.2365
119;11;2025;0.8678;0.9926;1;1;1.1161;0.8792;1;0.9496;0.9498;1.2272
120;12;2025;0.8644;0.9924;1;1;1.1203;0.8759;1;0.9519;0.9482;1.2362
end;;;;;;;;;;;;
end;;;;;;;;;;;;
